string,label,label_confidence,sentiment,sentiment_word
"Depression Assessment The Montgomery-Åsberg Depression Rating Scale (MADRS) [13] is increasingly employed in clinical research since results from earlier studies had suggested that the scale could be superior to the traditional HAMD17 with respect to sensitivity to change [13,14,15] and other psychometric properties [16].",method,,0.14375,Positive
These results are consistent with findings that there is a selective migration of stimulated lymphocytes to specific effector sites of the mucosal immune system (31).,result,,0.125,Positive
"For example, the second version of the Microsoft Kinect (Kinect V2) is one of the most low-cost and high-speed Time-of-Flight (ToF) sensors in the market [3].",background,1.0,0.25,Positive
"GFP-Pex34p, like the peroxisomal matrix protein Pot1p, localized preferentially to a 20,000 × g pellet (20KgP) fraction enriched for mature peroxisomes and some forms of immature peroxisomes (Tam et al., 2003; Vizeacoumar et al., 2003, 2004) (Figure 1B).",method,0.609,0.1,Positive
"In this study, all coated NiTi wires showed more deflection with the unloading force than the loading force, which is consistent with previously reported
results (Lim et al., ’94; Krishnan and Kumar, 2004; Elayyan et al., 2008, 2010; Alavi and Hosseini, 2012; Wilkinson et al., 2012).",result,1.0,0.19444444444444445,Positive
This conclusion is consistent with the results and conclusions of Fu et al. (2002) who allowed N-22 patients 3 mo to adapt to an octave shift.,result,,0.25,Positive
"Another clinically important feature is the length of the MBs, sometimes referred as the width (Mohlenkamp et al. 2002; Ozbag et al. 2002; Ozbag and Kervancioglu 2004).",background,1.0,0.4,Positive
"This design captured 11,383,697 bp within the non-recombining malespecific Y-chromosome, consistent with regions genotyped by previous Y sequencing studies [41] and the Y positions placed on the phylogenetic tree by the Y Chromosome Consortium [28].",method,,0.04166666666666667,Positive
"Straight lines on these semi-log plots are indicative of exponential distributions [4,36].",background,1.0,0.2,Positive
"2003; Maier 2003), but such capability was rarely reported for cold-adapted isolates (Yakimov et al. 1999; Pini et al. 2007; Cai et al. 2014).",background,1.0,0.15,Positive
"• Even more efficient pure TSP heuristics such as the Lin-Kernighan heuristic (LKH) (Lin and Kernighan, 1973), using the LKH implementation (Helsgaun, 2000, http://www.",method,1.0,0.2380952380952381,Positive
"Although MB morphogenesis involves Dscam variants lacking exons 19 and 23, past studies have shown that the Dscam 19 23 transgene, no matter which ectodomain it carries and whether it is fused with GFP at the C terminus or not, can effectively prevent sister branches from extending into the same axon bundle in single-cell clones of Dscam mutant neurons (Wang et al., 2004; Zhan et al., 2004; Soba et al., 2007).",result,0.6004,0.11666666666666665,Positive
"This finding is different from that in our previous analysis of the original survey data, in which AOD use was unrelated to major depression after controlling for other social and behavioural variables (Mao et al. 2009b).",result,1.0,0.029861111111111116,Positive
"Rutin (3,3′,4′,5,7-pentahydroxyflavone-3-rhamnoglucoside, Figure 2) also called sophorin, rutoside, and quercetin-3rutinoside is a polyphenolic bioflavonoid, largely extracted from natural sources such as oranges, lemons, grapes, limes, berries, and peaches [30, 31].",background,1.0,0.10476190476190476,Positive
"Among possible explanations is the contribution of sex hormones in the modulation of Tregs.34
Treg-mediated local immune evasion underpins the second finding of our study, i.e. the positive association between higher FOXP3-positive T cells and the presence of VELIPI.",result,0.7531,0.09545454545454546,Positive
The most common reported mechanisms are CSF and hematogenous dissemination [3].,background,1.0,0.1,Positive
"Surveys, based on The Organisational Values Questionnaire (OVQ) developed by Reino [9] and Resistance to Change Scale (RTC) developed by Oreg [8], were sent out to 4 hospital wards in a medical clinic in Sweden.",method,,0.06666666666666667,Positive
"‚Ä¶and (b) Logical Memory (LM) standard scores for immediate and delayed (30-minute delay) recall subtests from the Wechsler Memory Scale‚Äî Revised (WMS-R; Wechsler, 1987) with more recent normative data for the LM subtest from the Mayo‚Äôs Older Americans Normative Studies (MOANS; Ivnik et al., 1992).",method,,0.18333333333333332,Positive
", in the massive MIMO regime, the channel becomes (nearly) deterministic and the effect of smallscale fading is averaged out [8].",method,,0.05,Positive
"In addition, a precise supracondylar osteotomy with the desired angle is a technically demanding procedure and placement of a plate requires a rather large incision [4, 10, 17, 19, 23, 30].",background,0.7624000000000001,0.20476190476190478,Positive
"Insulin resistance, defined as cellular unresponsiveness to the effects of insulin, results in increasingly higher levels of insulin needed to achieve normal glucose levels [1, 4].",background,1.0,0.2,Positive
"…reduced engagement of medial temporal regions during the construction of future events in depressed patients (Hach et al., 2014), which is consistent with the reduced episodic detail and vividness of mental imagery that is associated with this disorder (Holmes et al., 2008b; King et al., 2011).",background,1.0,0.049999999999999996,Positive
"Synchronization is the most commonly-used method [1], [2], [3] to eliminate atomicity violations, which is an important class of concurrency errors [34].",method,0.6124,0.45,Positive
"Assigning economic values to an environmental function or ecological service has been widely debated, with researchers employing a variety of methodologies [9–11].",background,0.7539,0.1666666666666667,Positive
"As the rate of periapical abscesses in the CH group was the same as in the induction study [Cleaton-Jones et al., 2002] but that in the ZOE teeth was a quarter of the induction rate, there is a suggestion that ZOE is superior to CH. The higher success rate may also have been influenced by filling to the apex only, as Holan and Fuks [1993] showed clearly that overfilling with ZOE is detrimental to periapical healing. Tchaou et al. [1996] exposed standard bacterial cultures to 10 root filling materials or combinations of these.",result,,0.19285714285714287,Positive
"However, as previously discussed, choice of host species has been shown to greatly influence the outcome of a Salmonella infection, and several studies utilizing a variety of advanced model systems have shown that T3SSs are necessary for Salmonella invasion and infection of these models [17,18,19,21,22,23,26,39].",background,1.0,0.2066666666666667,Positive
"We evaluate our method on two collective activity datasets from [6,7] and a newly recorded dataset collected by ourselves.",method,0.6116,0.13636363636363635,Positive
"In this study, the unstimulated flow rate was significantly higher in the asymptomatic group; 0.17, when compared with 0.11 in the symptomatic ⁄AIDS group (P = 0.003).",result,,0.25,Positive
"For the classical ones including DOME and SAFE rules, we used one-shot screening, while for the others, we used a sequential screening setting.",method,,0.25,Positive
"This may demonstrate retroperitoneal air as streaking opacities in the right upper quadrant and outlining the kidney margins and along the psoas muscle [17, 23, 25].",background,1.0,0.14285714285714285,Positive
"Level 1 patients require immediate lifesaving interventions, level 2 patients are in a high-risk situation, are lethargic, confused, or have severe pain, and levels 3, 4, and 5 patients need many, 1, or no resources, respectively.(19) All adult (ie, 18 years of age) nontrauma patients were eligible for inclusion to the study, if they had an ESI score of 2 or 3 and vital signs within the normal range and presented in 1 of the 2 EDs between May 24, 2007, and February 8, 2011.",background,0.74,0.09,Positive
"The high numbers of all three species found in MT confirm the importance of this large, lowland forest block for primate conservation and further support the proposal to restore the Mngeta conservation corridor between US and Iyondo forest, a lowland to montane forest that is contiguous with MT (Rovero et al. 2012; St. John 2008) and is currently under gazettement as forest reserve (N.",background,1.0,0.09357142857142857,Positive
"Current evidence also indicates that shear stress activates two MAP kinases by distinct signaling pathways: activation of ERK is mediated by mechanisms involving Gai-2, protein kinases [Src, focal adhesion kinase (FAK), and protein kinase C-e], and Ras, whereas JNK activation requires Gb/g, phosphatidylinositol 3-kinase-g, tyrosine kinases (Src and FAK), and Ras (11, 14, 15, 22, 37).",background,1.0,0.15,Positive
"…negative correlation, such that more positive mean PBR occurred concurrently with a more negative mean NBR, is in agreement with previous studies (Klingner et al., 2010; Shmuel et al., 2002), suggesting that the magnitude of ipsilateral inhibition increases with the magnitude of increasing…",result,1.0,0.016950757575757574,Positive
"…neighbor matrices, PCNM) as predictors in our analyses as these are suggested to produce inflated R2-statistics apparently due to over-fitting (i.e. selection of too many axes,
which may overemphasise the spatial component in the data) even when forward selection is used (Gilbert & Bennett, 2010).",method,1.0,0.1875,Positive
"In mitochondria LDH and glycerol-3-phosphate dehydrogenase do not donate electrons to the respiratory chain, yet in bacteria they are membrane-bound enzymes transferring their electrons directly to ubiquinol (Barnes and Kaback 1970; Lascelles 1978; Doig et al. 1999; Modun and Williams 1999; Dym et al. 2000; Delgado et al. 2001; Fuller et al. 2011).",background,0.6105,0.1,Positive
It is also interesting to note that the proportion of frozenthawed primordial follicles (36%) found after 28 weeks of grafting is comparable to that (41%) found after 3 weeks of grafting [16].,result,,0.5,Positive
"Since the first ON1 location in Ontario [Eshaghi et al., 2012], geographical dispersion has been reported worldwide [Choudhary et al.",background,1.0,0.25,Positive
"We concentrate here on the computational issues, extending the Static Sensor Field model (SSSF) [2], to scenarios in which dynamicity is of relevance.",background,0.7621,0.5,Positive
"Although they mimic many phorbol ester effects, including inhibition of cell-cell communication (25, 26), they have been reported not to induce differentiation of HL-60 cells (27) or to inhibit maturation of granulosa cells (28).",background,1.0,0.5,Positive
"Homeoproteins contain a highly conserved, 60 amino acid peptide domain known as the homeodomain (McGinnis et al., 1984a,b; Laughon and Scott, 1984), a peptide motif conferring sequence-specific DNA binding ability to the homeoproteins (Laughon and Scott, 1984; Desplan et al.",background,0.7497,0.16,Positive
"Prominent within the HBC are the balls – events in which the houses come together to compete in various categories for cash prizes and ‘ball status’ (Galindo, 2013).",background,1.0,0.25,Positive
"The first of these is a class of appearance-based approaches in which a linear subspace is used to capture the variation of a particular face due variations in illumination [8, 2, 11].",background,0.7379,0.09722222222222221,Positive
"A rook pivoting scheme as in [3] and [11] can be implemented for tridiagonal matrices, but a full rook scheme for general banded matrices would probably lead to a ”chasing” scheme as in [5] or [15] .",method,,0.13333333333333333,Positive
The original architecture proposed in [5] has been improved in [6] by rearranging the detection method (DM) in a modular fashion and by reducing the control management.,method,0.7827000000000001,0.375,Positive
"Therefore, the equilibrium and stability analysis of neural networks with time delays has been received much interest in recent years [2, 3, 4, 5, 6, 7, 18, 19, 20, 25, 24, 30, 21, 22, 23, 33].",background,1.0,0.1,Positive
"Olfactory bulb odorant ORFs These results are consistent with previously reported studies of mitral‚Äìtufted cell responses to odorants differing in carbon chain length (Imamura et al., 1992).",result,,0.04166666666666667,Positive
"First, depression is observed at all synaptic connections between layer 5 pyramidal neurons even though U varies from 0.1 to 0.95 (Markram and Tsodyks, 1996, Tsodyks and Markram, 1997).",background,0.7378,0.25,Positive
"17Recently, Davidsson & Sibbertsen (2002) introduced a model which nests the Error Duration model of Parke (1999). One interpretation of the model is that innovations become alive again once they have died.",background,0.6002000000000001,0.1,Positive
"The inadequacy of CCS implementation in the primary care setting, which was also reported by physicians‚Äô survey from Italy, France, and Greece [6, 20‚Äì25] and by a qualitative study from UK [26], is further strengthened by our results.",result,,0.2,Positive
"Further comparison with the distribution of 11 -hydroxysteroid dehydrogenase type 2, which is found in the DCT and CNT (4) confirmed the different pattern of expression of RhCG in these segments (Fig.",result,0.6137,0.13333333333333333,Positive
"The use of a throat pack increased the risk of developing sore throat by more than 3 times; this finding is in contrast to previous studies in which the presence of a throat pack was not found to be a risk factor in the development of POST.17,18
Our patients predominantly underwent ENT surgery, in which it is common to use a throat pack to prevent blood from trickling into the stomach and leading to postoperative nausea and vomiting.",result,,0.011111111111111127,Positive
"It is also offering a wealth of new approaches such as emitters [3, 4] and sensors [5-7] in terms of THz applications.",background,1.0,0.06818181818181818,Positive
"Adherence to the healthy Nordic diet was measured, calculating the Baltic Sea Diet Score (BSDS) [13].",method,1.0,0.5,Positive
"…(LING)] thalamus (THA), as well as limbic/paralimbic regions [e.g. insula, superior temporal pole and inferior orbitofrontal cortex] (Table 2), which is in accordance with previous findings on functional brain networks constructed using resting-state fMRI (Achard et al., 2006; He et al., 2009b).",result,0.7443000000000001,0.26666666666666666,Positive
"q                                   (3) It worth noting that the optimal conductance parameter can be estimated by iterative methods (Tsiotsios and Petrou, 2013), however, we have a fixed κ based on the previous optimization in MRI and DTI studies (Moraschi et al., 2010; Senra et al., 2015).",method,1.0,0.07777777777777779,Positive
"Overall, combined with the known QOL benefits of physical activity for other cancer survivor populations (7-9), the current study results suggest that interventions that successfully promote lung cancer survivors’ engagement in physical activity may increase their QOL in several domains.",background,1.0,0.08928571428571429,Positive
"Sound reflections off the rat’s pinnae create frequency cues that change linearly with vertical position of sound over 60° in the frontal sound field (Koka et al., 2008).",background,1.0,0.4000000000000001,Positive
"Previous investigations illustrated that a single afferent potential is sufficient to trigger the reflex (Krans and Chapple 2005), that spontaneous afferent potentials that occur during reflex activation of the motoneurons do not reset the reflex (Chapple and Krans 2004), and that the excitatory…",background,0.731,0.09047619047619047,Positive
"The results after surgical discectomy were generally excellent.((1,7,8,10-14)) Borgesen and Vang reviewed 158 adolescent patients reported in the literature and in their series.",background,1.0,0.05000000000000002,Positive
"6 See for example studies of Morocco by Haddad and Harrison (1993); Venezuela by Aitken and Harrison (1999); Bulgaria and Romania by Konings (2000); Russia by Yudaeva et al. (2003); the Czech Republic by Kosova (2004); and China by Abraham, Konings and Slootmaekers (2006). In the Chinese case, Abraham, Konings and Slootmaekers (2006) find positive horizontal spillovers for certain types of firms.",background,1.0,0.14718614718614717,Positive
Tidal freshwater marshes have been found to have higher rates of carbon storage than brackish or saline tidal marshes (Bridgham et al. 2006; Craft 2007; Trulio et al. 2007).,background,1.0,0.25,Positive
"Stem Cell Reports This is an open access arti without the use of transgenes remain dependent on fibroblast growth factor (FGF) or transforming growth factor b (TGF-b) (Chan et al., 2013; Gafni et al., 2013; Valamehr et al., 2014; Ware et al., 2014; Duggal et al., 2015; Qin et al., 2016), which is a major property of the primed state (Vallier et al.",background,1.0,0.03125,Positive
"…et al. (2003)
herbimycin A non-receptor type PTK 8–12 10 Leclerc et al. (1997) ERK Pathway CGP78850 competes for Grb2-SH2 0.043 30 Gay et al. (1999); de Lamirande and Gagnon (2002)
Sulindac sulphid Ras-Raf Interaction – 100 de Lamirande and Gagnon (2002) ZM336372 Raf, competitive inhibition 0.07–…",background,0.7323000000000001,0.4166666666666667,Positive
"Mental health status was assessed using the Japanese version of the Kessler 6 (K6) scale [20], a screening scale for psychological distress that can effectively discriminate between cases and non-cases of Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) disorders [21].",method,,0.08,Positive
"Baird et al. (2007) hypothesize that symbiont community shuffling to clade D may persist only as a result of enduring changes in environmental conditions, e.g. repeated warm summers.",background,1.0,0.3,Positive
"MMP-2 is considered a constitutively expressed MMP, whereas MMP-9 is expressed at low levels under normal conditions (Gottschall et al., 1995; Yong et al., 1998; Planas et al., 2001) but is induced under pathological conditions, such as cerebral ischemia and neurodegeneration (Aoki et al.",background,1.0,0.049999999999999996,Positive
"2, which can inhibit mDA neuronal differentiation Fgf8, Shh and Otx2, genes involved in the early regional specification, are capable of promoting dopaminergic cell specification in greater abundance in their normal location as well as ectopically in naïve hindbrain or forebrain tissue [13,21,25,28,32].",background,0.7365,0.23750000000000002,Positive
harzianum the qid74 gene encodes a cell wall protein which has an important role in adherence to hydrophobic surfaces and cellular protection [34].,background,1.0,0.4,Positive
"Several authors stated that genotoxicity induced by environmental pollutants may involve the interaction of them with DNA, either directly or indirectly via the induction of oxidative stress (Gichner et al. 2008; Patnaik et al. 2011).",background,0.7387,0.05,Positive
"During RNA degradation, 28S rRNA degrades faster than 18S rRNA, and therefore, the appearance of higher 28S rRNA peaks compared to 18S peaks has been recognized as a sign of preserved RNA quality (Schroeder et al. 2006).",background,1.0,0.25,Positive
"Distractor suppression has previously been shown to strongly affect performance and capacity in both attentional (Bettencourt & Somers, 2009; Pylyshyn, 2006) and VSTM tasks (Vogel et al., 2005; Zanto & Gazzaley, 2009), making it an ideal process to examine the role of resource use across both types of tasks.",background,1.0,0.38888888888888884,Positive
"FCWF cells and fMHV were obtained from Paul S. Masters (Albany, New York). fMHV is a recombinant MHV that contains the ectodomain of the S protein of feline infectious peritonitis virus, with the rest of the genes derived from MHV-A59 (Kuo et al, 2000).",method,,0.13636363636363635,Positive
"They are important tools for the assessment of pathological mechanisms, for the testing of hypotheses that cannot be addressed in clinical studies and for the development of novel pharmacological treatment (Nestler et al. 2002).",background,0.7490000000000001,0.4,Positive
"Using decompositions similar to those of Caponnetto et al., 2007; Sriperumbudur et al., 2017, we apply concentration inequalities on the general Hilbert space H to get a probabilistic bound on the estimation error of order O( 1
λ √ n ).",method,1.0,0.02500000000000001,Positive
"There are also many other relevant approaches to model-based assurance of security-critical systems which are not based on UML, such as [14, 18].",background,0.7481,0.19375,Positive
"In this review, 8 studies [2,17-23] addressed the practice and perception of Ramadan fasting and 15 studies [21-35] reported on the metabolic effects of Ramadan fasting on maternal health in healthy pregnant women.",background,0.7762,0.41666666666666663,Positive
Reports of use of other multikinase inhibitors in sarcoma such as imatinib have not been very encouraging [22] or restricted to a smaller patient sub-population such as use of crizotinib in ALK driven tumors [23].,background,1.0,0.015000000000000003,Positive
"To induce acute lung injury, E coli 0111:B4 LPS (1 mg/kg) in PBS was administered into the oropharynx as previously performed (15, 50, 51).",method,,0.21666666666666667,Positive
"Furthermore, while the N400 event-related potential (ERP) is known to modulated by various semantic effects (Holcomb and Neville, 1990; Kutas and Hillyard, 1980, 1984), our results suggest that earlier components (possibly as early as 200‚Äì300 ms) may also contribute to the encoding of object‚Ä¶",result,,0.025,Positive
"…to effectiveness, they must also allow for selectivity in providing benefits (e.g., on the basis of learned attitudes toward more or less ‘‘deserving’’ recipients of benefits), as is required by genetic cost-benefit models such as kin selection (Hamilton 1964) or reciprocal altruism (Trivers 1971).",background,0.6233000000000001,0.23333333333333334,Positive
"…Schwann cells (tSCs) at the NMJ mediate the compensatory process: they become activated in response to paralysis or denervation (Reynolds and Woolf, 1992) and extend fine processes, the hallmark of tSC activation, that induce and guide terminal sprouts (Son and Thompson, 1995a; Ko and Chen, 1996).",background,0.7655000000000001,0.4166666666666667,Positive
"Manganese superoxide dismutase, fibronectin ELISA and SIRT1 enzyme activity assay Manganese superoxide dismutase (MnSOD) and fibronectin (FN) ELISAs were performed using commercially available kits [26, 43].",method,,0.4,Positive
"This seems inconsistent with the purely brittle, spatially localized faulting that characterizes ribbon structures [Hansen and Willis, 1996, 1998, and references therein; Ghent and Hansen, 1999].",background,0.7481,0.21428571428571427,Positive
"Experiment 1
The purpose of Experiment 1 was to examine whether we could replicate the general pattern of results found by Pascalis and colleagues (Pascalis et al., 2002; Pascalis et al., 2005).",background,0.7599,0.05000000000000002,Positive
"Previous studies have published on the relationship between markers of ECM remodelling with CHD [5,6,29], but the results have been inconsistent with studies reporting either a positive or null effect while others have shown that markers of inflammation largely confound the association.",result,0.6013000000000001,0.09163059163059162,Positive
These aspects are particularly important for modeling induction and near-DC remote sensors for deep probing of generally anisotropic and conductive geophysical media [3].,background,1.0,0.08750000000000002,Positive
"…even if the higher estimate is more realistic, the population of the Udzungwa red colobus is by no means secure; its range is very limited, its populations are fragmented and discontinuous, and the threats from further habitat loss and human disturbance continued undiminished (Rovero et al. 2012).",background,1.0,0.1529761904761905,Positive
"Finally we show that, from a single input image, we are able to generate the basis images employed by a number of illumination-insensitive recognition algorithms (Illumination Cone [8], Harmonic Images [2] and Nine Points of Light[11]).",background,1.0,0.14285714285714288,Positive
Static Single Assignment (SSA) [2] is a standard program representation used in modern optimizing compilers.,background,0.770999999999999,0.15714285714285714,Positive
"We adopt the Workflow Reference Model [23] which describes the major functional components, interfaces, and information interchange flows of a general workflow management system (WfMS).",method,0.7527,0.05625000000000001,Positive
"…of ER-mitochondria intersections within cells, and that Spire1CΔKIND-mediated disruption of mitochondrial fission (see Figure 4C, right panel) could be due to a reduction in ER-mediated mitochondrial constriction in these cells (Friedman et al., 2011; Korobova et al., 2013; Murley et al., 2013).",background,1.0,0.08035714285714285,Positive
"To date, these reactions have primarily been investigated on an interpersonal level – the level of individual profiles (e.g., Hooper & Kalidas, 2012; McLaughlin & Vitak, 2012; Peña & Brody, 2014).",background,1.0,0.2,Positive
"This validation can be readily done using a specific PCR and PCR product sequencing, for which miR-RACE can be prefered method due to its effectiveness in the validation of precise sequences, especially both ends of miRNAs [19,36].",method,1.0,0.095,Positive
", 2011); (ii) 99 metabolites allowed discrimination of humanised and gnotobiotic mice, although they possess quite distinct microbiota (85% of the microbial genera and species are different) (Marcobal et al., 2013); (iii) 43 metabolites were found to differ when comparing the human, mouse and rat faecal metabolomes (Saric et al.",background,0.7273000000000001,0.09999999999999999,Positive
The Alberta Stroke Program Early CT Score (ASPECTS) was evaluated on the initial non-enhanced CT [21].,method,,0.05,Positive
"These results were evident when comparing levels in fasting pregnant women with non-fasting [21,24-29], non-pregnant [24], or lactating women [24] or even with their own levels measured before and after breaking fast [33].",result,1.0,0.34583333333333327,Positive
"Because most off-target nicks are not adjacent to each other and do not form DSBs, these nicks are repaired precisely and rarely lead to indels (Ran et al. 2013a; Shen et al. 2014).",background,1.0,0.26875,Positive
"…personality and a general tendency to engage in high-risk/externalizing behaviors, such as drinking, illicit drug use, risky sexual behaviors, and other antisocial behaviors (Conrod et al., 2010; Finn, Sharkansky, Brandt, & Turcotte, 2000; Krueger et al., 2002; Mackie, Castellanos, & Conrod, 2011).",background,1.0,0.10625000000000001,Positive
"However this mostly affects preprocessor macros and demacrofication [76] allows those to be replaced by function calls, which are accurately represented in the bitcode.",background,1.0,0.45000000000000007,Positive
"A video version of this idea has been explored as well [8,9], with varying degrees of success.",background,0.7332000000000001,0.3,Positive
"In the Philippines, the National Newborn Screening Program enables early detection of newborns with CAH so that timely and appropriate management is instituted (Padilla and Therrell 2007).",background,0.767,0.3,Positive
"…role of CA1 structural damage in episodic encoding deficits evidenced here in aMCI is therefore consistent with both hypotheses of an anterior (Lepage et al., 1998) and an antero-posterior (Schacter and Wagner, 1999) in se rm -0 06 42 17 6,
v er
si on
1 -
21 N
ov 2
01 1
14
specialization…",result,0.754,0.25,Positive
"…can be used to determine parameter values of the Farquhar model (Farquhar et al., 1980), and
leaf venation, which has recently been defined in a
consistent way and appears to be correlated with
other leaf functional traits (Sack & Frole, 2006; Brodribb
et al., 2007; Blonder et al., 2011).",method,0.7475,0.041666666666666664,Positive
"A large part of Shannon’s seminal work [16] is devoted to both theoretical and practical aspects of products, and his invocation of the pastry dough mixing analogy [16, p.",background,1.0,0.10714285714285714,Positive
